Filename,Label
LA_T_4093954,spoof
LA_T_2351250,bonafide
LA_T_2861494,spoof
LA_T_2842450,spoof
LA_T_5675574,bonafide
LA_T_8337767,bonafide
LA_T_4385199,spoof
LA_T_9678657,bonafide
LA_T_5364220,bonafide
LA_T_5180830,bonafide
LA_T_3309072,spoof
LA_T_4160149,bonafide
LA_T_3899069,spoof
LA_T_1304253,spoof
LA_T_3549215,spoof
LA_T_1386921,spoof
LA_T_5127485,bonafide
LA_T_6726155,bonafide
LA_T_1740438,spoof
LA_T_9387015,bonafide
LA_T_4538655,spoof
LA_T_1219109,spoof
LA_T_4240318,spoof
LA_T_3624315,bonafide
LA_T_2653231,spoof
LA_T_3446393,bonafide
LA_T_1495856,bonafide
LA_T_3503316,spoof
LA_T_6996135,bonafide
LA_T_1069506,spoof
LA_T_2234653,spoof
LA_T_2167896,spoof
LA_T_3449287,spoof
LA_T_1490244,spoof
LA_T_1986344,spoof
LA_T_1968082,spoof
LA_T_2721768,spoof
LA_T_1013068,spoof
LA_T_3074974,spoof
LA_T_3779988,spoof
LA_T_3318941,spoof
LA_T_7674329,bonafide
LA_T_3328012,spoof
LA_T_3263799,spoof
LA_T_8971944,bonafide
LA_T_4477069,spoof
LA_T_5777819,bonafide
LA_T_8234497,bonafide
LA_T_1195971,spoof
LA_T_6636159,bonafide
LA_T_2834795,spoof
LA_T_2073846,spoof
LA_T_3230822,spoof
LA_T_1261189,spoof
LA_T_6407273,bonafide
LA_T_2007658,spoof
LA_T_2560396,bonafide
LA_T_4033649,spoof
LA_T_4460204,spoof
LA_T_6722790,bonafide
LA_T_6903114,bonafide
LA_T_4080669,spoof
LA_T_5616380,bonafide
LA_T_2324368,bonafide
LA_T_3355141,spoof
LA_T_1470659,bonafide
LA_T_6237013,bonafide
LA_T_3160987,spoof
LA_T_3860059,bonafide
LA_T_2716442,spoof
LA_T_9182456,bonafide
LA_T_3526718,spoof
LA_T_4682137,spoof
LA_T_2765845,spoof
LA_T_6292792,bonafide
LA_T_6935436,bonafide
LA_T_3643681,bonafide
LA_T_4825294,bonafide
LA_T_3381557,spoof
LA_T_4729186,spoof
LA_T_3310939,bonafide
LA_T_7230726,bonafide
LA_T_1558208,spoof
LA_T_3813165,spoof
LA_T_3099361,spoof
LA_T_6150186,bonafide
LA_T_4539661,spoof
LA_T_2925801,spoof
LA_T_5214235,bonafide
LA_T_2228293,spoof
LA_T_1239111,spoof
LA_T_5029038,bonafide
LA_T_3164524,spoof
LA_T_2648240,spoof
LA_T_5134869,bonafide
LA_T_1284700,bonafide
LA_T_3743948,spoof
LA_T_2005149,spoof
LA_T_1694645,spoof
LA_T_3070659,bonafide
LA_T_9587918,bonafide
LA_T_4283411,spoof
LA_T_4144561,spoof
LA_T_4015159,spoof
LA_T_7898068,bonafide
LA_T_6222543,bonafide
LA_T_1810658,spoof
LA_T_3943038,spoof
LA_T_2764583,spoof
LA_T_5613911,bonafide
LA_T_2388839,spoof
LA_T_3635731,spoof
LA_T_3925776,bonafide
LA_T_2486070,spoof
LA_T_1751020,spoof
LA_T_7893747,bonafide
LA_T_3333905,bonafide
LA_T_3491111,bonafide
LA_T_4389794,spoof
LA_T_4822766,bonafide
LA_T_2531457,spoof
LA_T_3100997,bonafide
LA_T_5806851,bonafide
LA_T_8914289,bonafide
LA_T_1182547,spoof
LA_T_3877061,bonafide
LA_T_4232316,spoof
LA_T_2273372,spoof
LA_T_4803167,spoof
LA_T_8208951,bonafide
LA_T_6666532,bonafide
LA_T_4495587,spoof
LA_T_5193056,bonafide
LA_T_2520215,spoof
LA_T_1540188,spoof
LA_T_5497895,bonafide
LA_T_8576608,bonafide
LA_T_8702524,bonafide
LA_T_4405674,spoof
LA_T_2457111,spoof
LA_T_1126698,spoof
LA_T_8793633,bonafide
LA_T_2340675,spoof
LA_T_2217523,bonafide
LA_T_1397401,bonafide
LA_T_2478248,spoof
LA_T_8893973,bonafide
LA_T_1962837,spoof
LA_T_6492747,bonafide
LA_T_4327485,spoof
LA_T_2197146,spoof
LA_T_2519698,spoof
LA_T_8236638,bonafide
LA_T_8115679,bonafide
LA_T_9145540,bonafide
LA_T_4398364,spoof
LA_T_2479838,spoof
LA_T_3059635,bonafide
LA_T_3972807,spoof
LA_T_8276365,bonafide
LA_T_2618051,bonafide
LA_T_2835258,bonafide
LA_T_2041180,spoof
LA_T_3696749,spoof
LA_T_2432348,spoof
LA_T_6663907,bonafide
LA_T_6686104,bonafide
LA_T_4521219,spoof
LA_T_4457664,spoof
LA_T_1878847,spoof
LA_T_8321337,bonafide
LA_T_5359998,bonafide
LA_T_3833844,spoof
LA_T_8025784,bonafide
LA_T_3102937,spoof
LA_T_3029188,spoof
LA_T_4577539,spoof
LA_T_7566470,bonafide
LA_T_4095071,spoof
LA_T_3702925,spoof
LA_T_4725858,spoof
LA_T_7234808,bonafide
LA_T_1146351,spoof
LA_T_5353096,bonafide
LA_T_1949866,spoof
LA_T_2640926,spoof
LA_T_6324553,bonafide
LA_T_1882617,spoof
LA_T_3204710,bonafide
LA_T_2986749,spoof
LA_T_6370865,bonafide
LA_T_3343346,spoof
LA_T_2366817,bonafide
LA_T_7153704,bonafide
LA_T_1226390,bonafide
LA_T_2804125,bonafide
LA_T_3188262,spoof
LA_T_2396779,spoof
LA_T_1308573,spoof
LA_T_2257126,bonafide
LA_T_8593946,bonafide
LA_T_3324636,bonafide
LA_T_2703036,spoof
LA_T_7676958,bonafide
LA_T_4334140,bonafide
LA_T_1290428,bonafide
LA_T_9252879,bonafide
LA_T_2100932,bonafide
LA_T_1910795,spoof
LA_T_6804590,bonafide
LA_T_6066800,bonafide
LA_T_1933264,spoof
LA_T_1947138,bonafide
LA_T_7981442,bonafide
LA_T_5719913,bonafide
LA_T_2882572,spoof
LA_T_4255653,bonafide
LA_T_4275693,spoof
LA_T_1537273,spoof
LA_T_8111539,bonafide
LA_T_6017674,bonafide
LA_T_2616885,bonafide
LA_T_3002290,spoof
LA_T_1075018,bonafide
LA_T_9504498,bonafide
LA_T_8459920,bonafide
LA_T_4749529,spoof
LA_T_7292672,bonafide
LA_T_4205959,spoof
LA_T_9778924,bonafide
LA_T_7465137,bonafide
LA_T_2230771,spoof
LA_T_4098639,bonafide
LA_T_3728900,spoof
LA_T_4938812,bonafide
LA_T_3429410,spoof
LA_T_9805478,bonafide
LA_T_4359585,spoof
LA_T_2893924,bonafide
LA_T_1908349,spoof
LA_T_1449848,spoof
LA_T_1390237,spoof
LA_T_9073024,bonafide
LA_T_4490601,spoof
LA_T_4602740,spoof
LA_T_2965278,spoof
LA_T_6258131,bonafide
LA_T_8462585,bonafide
LA_T_1482834,bonafide
LA_T_4385280,spoof
LA_T_3388956,bonafide
LA_T_2276826,spoof
LA_T_3963536,bonafide
LA_T_2928331,spoof
LA_T_4353315,spoof
LA_T_2059429,spoof
LA_T_3448611,spoof
LA_T_3730329,bonafide
LA_T_4336611,spoof
LA_T_3226113,spoof
LA_T_4839164,spoof
LA_T_2607307,bonafide
LA_T_5889565,bonafide
LA_T_3637010,spoof
LA_T_2801814,bonafide
LA_T_1839678,bonafide
LA_T_8791339,bonafide
LA_T_7140181,bonafide
LA_T_8507928,bonafide
LA_T_4574602,spoof
LA_T_6938738,bonafide
LA_T_7605403,bonafide
LA_T_3635733,bonafide
LA_T_2507968,spoof
LA_T_7590799,bonafide
LA_T_8987811,bonafide
LA_T_3999087,bonafide
LA_T_3498553,spoof
LA_T_1584182,bonafide
LA_T_2871588,spoof
LA_T_1569908,bonafide
LA_T_5462809,bonafide
LA_T_8209686,bonafide
LA_T_2544405,spoof
LA_T_2598025,bonafide
LA_T_3885064,spoof
LA_T_1416997,spoof
LA_T_4461316,spoof
LA_T_3518487,bonafide
LA_T_1193043,bonafide
LA_T_1589744,bonafide
LA_T_3077207,spoof
LA_T_1436330,spoof
LA_T_7974354,bonafide
LA_T_3211664,spoof
LA_T_9526706,bonafide
LA_T_4980224,bonafide
LA_T_3445199,spoof
LA_T_6102672,bonafide
LA_T_2147889,spoof
LA_T_1352011,bonafide
LA_T_4095048,spoof
LA_T_1021749,spoof
LA_T_2202113,spoof
LA_T_3562238,spoof
LA_T_3563552,spoof
LA_T_1500566,spoof
LA_T_1103936,spoof
LA_T_2043279,bonafide
LA_T_2354581,spoof
LA_T_1038078,spoof
LA_T_7826803,bonafide
LA_T_7697985,bonafide
LA_T_4685609,spoof
LA_T_1067322,spoof
LA_T_2628217,spoof
LA_T_4654339,spoof
LA_T_4756464,bonafide
LA_T_2326451,spoof
LA_T_2417641,bonafide
LA_T_4868237,bonafide
LA_T_3443367,spoof
LA_T_8096613,bonafide
LA_T_2687043,spoof
LA_T_1146868,spoof
LA_T_3466101,spoof
LA_T_5656982,bonafide
LA_T_2365167,spoof
LA_T_1791436,spoof
LA_T_2101210,bonafide
LA_T_2582808,bonafide
LA_T_4486555,spoof
LA_T_8042177,bonafide
LA_T_1296498,spoof
LA_T_9126862,bonafide
LA_T_4041503,spoof
LA_T_1204308,spoof
LA_T_5989009,bonafide
LA_T_1079079,spoof
LA_T_4200622,spoof
LA_T_5239258,bonafide
LA_T_3133284,bonafide
LA_T_4801937,bonafide
LA_T_8421122,bonafide
LA_T_2491208,spoof
LA_T_7549713,bonafide
LA_T_2066209,bonafide
LA_T_1732162,bonafide
LA_T_2221435,spoof
LA_T_1887813,spoof
LA_T_6362766,bonafide
LA_T_6291192,bonafide
LA_T_5148524,bonafide
LA_T_1155184,spoof
LA_T_2815241,spoof
LA_T_3938469,spoof
LA_T_9838989,bonafide
LA_T_3509336,spoof
LA_T_7039518,bonafide
LA_T_7108923,bonafide
LA_T_7939465,bonafide
LA_T_3725307,bonafide
LA_T_9581881,bonafide
LA_T_6478161,bonafide
LA_T_4564345,bonafide
LA_T_1914243,bonafide
LA_T_1735385,bonafide
LA_T_2476165,bonafide
LA_T_1040732,spoof
LA_T_4851696,spoof
LA_T_4012744,spoof
LA_T_1807119,spoof
LA_T_4471062,spoof
LA_T_3995089,bonafide
LA_T_5235055,bonafide
LA_T_4386621,spoof
LA_T_6952169,bonafide
LA_T_3193625,spoof
LA_T_1905558,bonafide
LA_T_7220833,bonafide
LA_T_6771766,bonafide
LA_T_8760338,bonafide
LA_T_2742133,spoof
LA_T_4682842,bonafide
LA_T_6074694,bonafide
LA_T_3261454,spoof
LA_T_8353042,bonafide
LA_T_4884390,spoof
LA_T_1550700,spoof
LA_T_4655085,spoof
LA_T_2545938,bonafide
LA_T_6212732,bonafide
LA_T_6654603,bonafide
LA_T_3220828,bonafide
LA_T_4687401,spoof
LA_T_8455678,bonafide
LA_T_4025438,spoof
LA_T_2066079,spoof
LA_T_3739609,spoof
LA_T_3832715,spoof
LA_T_4603707,spoof
LA_T_3919257,spoof
LA_T_1471346,spoof
LA_T_3642186,bonafide
LA_T_1782535,spoof
LA_T_7533042,bonafide
LA_T_2227967,spoof
LA_T_1184273,spoof
LA_T_2301911,spoof
LA_T_4512233,spoof
LA_T_3958101,bonafide
LA_T_7301103,bonafide
LA_T_7755046,bonafide
LA_T_2579773,bonafide
LA_T_4704925,bonafide
LA_T_5481932,bonafide
LA_T_9002298,bonafide
LA_T_7363698,bonafide
LA_T_9396899,bonafide
LA_T_2071606,spoof
LA_T_2954381,spoof
LA_T_2150653,spoof
LA_T_2867386,spoof
LA_T_6858471,bonafide
LA_T_1392852,spoof
LA_T_4430008,spoof
LA_T_2483423,spoof
LA_T_2623490,bonafide
LA_T_8168811,bonafide
LA_T_3571160,spoof
LA_T_2498266,spoof
LA_T_1216885,spoof
LA_T_3719157,spoof
LA_T_7601537,bonafide
LA_T_2480855,spoof
LA_T_9074017,bonafide
LA_T_7865475,bonafide
LA_T_3462455,spoof
LA_T_7152560,bonafide
LA_T_2813147,spoof
LA_T_4620749,bonafide
LA_T_7009144,bonafide
LA_T_1002656,spoof
LA_T_3102501,spoof
LA_T_1436220,spoof
LA_T_3002359,spoof
LA_T_6849040,bonafide
LA_T_4504954,spoof
LA_T_6906133,bonafide
LA_T_1429555,bonafide
LA_T_3913338,spoof
LA_T_2419538,bonafide
LA_T_3131990,bonafide
LA_T_3191074,spoof
LA_T_3419879,bonafide
LA_T_6904517,bonafide
LA_T_4066975,spoof
LA_T_5374473,bonafide
LA_T_5533183,bonafide
LA_T_6551574,bonafide
LA_T_4760367,bonafide
LA_T_6119283,bonafide
LA_T_4855650,spoof
LA_T_2734618,spoof
LA_T_3944680,spoof
LA_T_9223743,bonafide
LA_T_4655803,spoof
LA_T_7711596,bonafide
LA_T_6720241,bonafide
LA_T_3697922,bonafide
LA_T_6776173,bonafide
LA_T_2350109,spoof
LA_T_2092607,spoof
LA_T_3202143,spoof
LA_T_6476075,bonafide
LA_T_3929312,spoof
LA_T_1771175,spoof
LA_T_4169604,bonafide
LA_T_1610459,spoof
LA_T_2270118,spoof
LA_T_4134218,spoof
LA_T_4412915,spoof
LA_T_3747538,spoof
LA_T_7850247,bonafide
LA_T_2975567,spoof
LA_T_3515602,bonafide
LA_T_4560026,spoof
LA_T_7027837,bonafide
LA_T_9398797,bonafide
LA_T_7723335,bonafide
LA_T_4686669,spoof
LA_T_4712212,bonafide
LA_T_2351220,spoof
LA_T_1603633,spoof
LA_T_9195565,bonafide
LA_T_4090060,bonafide
LA_T_4606578,bonafide
LA_T_4408412,bonafide
LA_T_4184296,spoof
LA_T_9603308,bonafide
LA_T_4124715,spoof
LA_T_1082540,spoof
LA_T_2042995,spoof
LA_T_2481641,spoof
LA_T_1544986,bonafide
LA_T_2942946,spoof
LA_T_1416062,spoof
LA_T_7661468,bonafide
LA_T_9959600,bonafide
LA_T_4537416,spoof
LA_T_1379329,bonafide
LA_T_2410222,spoof
LA_T_4405858,spoof
LA_T_3415095,spoof
LA_T_8887502,bonafide
LA_T_3341346,spoof
LA_T_8428155,bonafide
LA_T_4012970,spoof
LA_T_1415443,spoof
LA_T_5249142,bonafide
LA_T_4891261,bonafide
LA_T_8230959,bonafide
LA_T_2305611,spoof
LA_T_3738209,spoof
LA_T_5865772,bonafide
LA_T_1458375,spoof
LA_T_3819703,spoof
LA_T_4527517,spoof
LA_T_8086458,bonafide
LA_T_4890894,spoof
LA_T_1937797,bonafide
LA_T_2241857,spoof
LA_T_4580545,spoof
LA_T_7795139,bonafide
LA_T_2345045,spoof
LA_T_4275060,spoof
LA_T_5387852,bonafide
LA_T_1504888,bonafide
LA_T_2669499,spoof
LA_T_3612681,bonafide
LA_T_4583383,spoof
LA_T_2263368,spoof
LA_T_1636563,bonafide
LA_T_8503822,bonafide
LA_T_9543922,bonafide
LA_T_1591227,spoof
LA_T_1501005,bonafide
LA_T_4565832,bonafide
LA_T_1678695,spoof
LA_T_3754513,bonafide
LA_T_3347684,spoof
LA_T_2732289,spoof
LA_T_1236840,bonafide
LA_T_2406356,bonafide
LA_T_2426912,spoof
LA_T_4853639,bonafide
LA_T_9514965,bonafide
LA_T_8415843,bonafide
LA_T_8147741,bonafide
LA_T_8705208,bonafide
LA_T_6390530,bonafide
LA_T_4352593,spoof
LA_T_2687846,spoof
LA_T_3732188,bonafide
LA_T_6164845,bonafide
LA_T_3888223,bonafide
LA_T_3310294,spoof
LA_T_1905103,spoof
LA_T_7953863,bonafide
LA_T_1216199,spoof
LA_T_2929732,spoof
LA_T_3168858,bonafide
LA_T_4055078,spoof
LA_T_1367981,spoof
LA_T_3272433,spoof
LA_T_3220265,spoof
LA_T_1350153,spoof
LA_T_3096348,spoof
LA_T_2396357,bonafide
LA_T_1653822,spoof
LA_T_1536675,bonafide
LA_T_1684951,bonafide
LA_T_3477527,bonafide
LA_T_4030250,bonafide
LA_T_9107429,bonafide
LA_T_4239980,spoof
LA_T_2337477,spoof
LA_T_2883193,spoof
LA_T_1308292,spoof
LA_T_3465801,bonafide
LA_T_3816200,spoof
LA_T_3046012,bonafide
LA_T_1620204,spoof
LA_T_8057044,bonafide
LA_T_1475339,bonafide
LA_T_4011321,spoof
LA_T_2145141,bonafide
LA_T_5937046,bonafide
LA_T_7690633,bonafide
LA_T_2721067,spoof
LA_T_1282219,spoof
LA_T_4095506,spoof
LA_T_6320963,bonafide
LA_T_1595305,spoof
LA_T_7351960,bonafide
LA_T_5639776,bonafide
LA_T_3464398,spoof
LA_T_1165581,spoof
LA_T_2669914,spoof
LA_T_3935691,spoof
LA_T_2372000,spoof
LA_T_8124095,bonafide
LA_T_1864383,bonafide
LA_T_3715557,spoof
LA_T_8589988,bonafide
LA_T_5360887,bonafide
LA_T_1693372,spoof
LA_T_3653307,spoof
LA_T_3923537,spoof
LA_T_2774875,bonafide
LA_T_3094730,bonafide
LA_T_7121055,bonafide
LA_T_2229206,spoof
LA_T_6635999,bonafide
LA_T_4465139,spoof
LA_T_8273340,bonafide
LA_T_8857843,bonafide
LA_T_3018353,spoof
LA_T_2144651,spoof
LA_T_1689718,spoof
LA_T_7288400,bonafide
LA_T_1920830,spoof
LA_T_1832323,bonafide
LA_T_4894282,spoof
LA_T_2842351,spoof
LA_T_1645773,spoof
LA_T_9952491,bonafide
LA_T_1834224,spoof
LA_T_3015812,spoof
LA_T_7583143,bonafide
LA_T_8807017,bonafide
LA_T_1175148,spoof
LA_T_7303315,bonafide
LA_T_2425859,spoof
LA_T_2118892,bonafide
LA_T_3904205,spoof
LA_T_3454900,spoof
LA_T_4485951,spoof
LA_T_1736329,spoof
LA_T_1741044,spoof
LA_T_1680451,spoof
LA_T_3545557,spoof
LA_T_2716529,bonafide
LA_T_2789587,spoof
LA_T_8811170,bonafide
LA_T_6657121,bonafide
LA_T_4596799,spoof
LA_T_4205086,spoof
LA_T_4455427,spoof
LA_T_6992885,bonafide
LA_T_5337549,bonafide
LA_T_3394389,bonafide
LA_T_6688041,bonafide
LA_T_7052940,bonafide
LA_T_9346943,bonafide
LA_T_4340782,spoof
LA_T_6029472,bonafide
LA_T_2587075,spoof
LA_T_8097328,bonafide
LA_T_3563424,spoof
LA_T_9746491,bonafide
LA_T_4596060,spoof
LA_T_8935555,bonafide
LA_T_2637031,spoof
LA_T_8135846,bonafide
LA_T_2993376,bonafide
LA_T_1264177,spoof
LA_T_1235793,bonafide
LA_T_2669204,bonafide
LA_T_2698019,spoof
LA_T_9905136,bonafide
LA_T_6434702,bonafide
LA_T_3586569,bonafide
LA_T_2198221,spoof
LA_T_1494209,spoof
LA_T_4244336,spoof
LA_T_2176887,spoof
LA_T_1933336,bonafide
LA_T_2401614,bonafide
LA_T_1627954,spoof
LA_T_2405998,spoof
LA_T_1868826,spoof
LA_T_8305834,bonafide
LA_T_8621866,bonafide
LA_T_1680133,spoof
LA_T_6239874,bonafide
LA_T_2793031,spoof
LA_T_1199455,spoof
LA_T_7944475,bonafide
LA_T_3939767,spoof
LA_T_3149911,spoof
LA_T_1757434,spoof
LA_T_9032022,bonafide
LA_T_2003699,bonafide
LA_T_5433418,bonafide
LA_T_5192765,bonafide
LA_T_9749112,bonafide
LA_T_7839314,bonafide
LA_T_1307748,spoof
LA_T_7180834,bonafide
LA_T_5098034,bonafide
LA_T_4092867,spoof
LA_T_3959393,bonafide
LA_T_3841028,spoof
LA_T_7024437,bonafide
LA_T_5326968,bonafide
LA_T_3647140,bonafide
LA_T_3816087,spoof
LA_T_4003689,bonafide
LA_T_7279842,bonafide
LA_T_6458679,bonafide
LA_T_1905870,spoof
LA_T_1856855,bonafide
LA_T_4206064,spoof
LA_T_8657027,bonafide
LA_T_4350005,bonafide
LA_T_4147533,bonafide
LA_T_9234278,bonafide
LA_T_3144876,spoof
LA_T_8874328,bonafide
LA_T_2578514,spoof
LA_T_2160303,spoof
LA_T_3166317,spoof
LA_T_3396372,spoof
LA_T_2817362,spoof
LA_T_8508520,bonafide
LA_T_9573877,bonafide
LA_T_9622854,bonafide
LA_T_1191013,spoof
LA_T_3305789,spoof
LA_T_1037879,spoof
LA_T_4406747,spoof
LA_T_1996478,spoof
LA_T_2489865,bonafide
LA_T_3455098,bonafide
LA_T_2936703,bonafide
LA_T_4119836,spoof
LA_T_2413714,spoof
LA_T_3477694,bonafide
LA_T_1208112,bonafide
LA_T_4948515,bonafide
LA_T_1160090,bonafide
LA_T_8992190,bonafide
LA_T_3291562,spoof
LA_T_2291531,spoof
LA_T_3915614,spoof
LA_T_1845257,bonafide
LA_T_4110918,spoof
LA_T_2922788,spoof
LA_T_2193666,bonafide
LA_T_1725860,bonafide
LA_T_3157182,spoof
LA_T_1380629,spoof
LA_T_4987836,bonafide
LA_T_8097695,bonafide
LA_T_2117022,bonafide
LA_T_2352992,spoof
LA_T_4183061,spoof
LA_T_9539101,bonafide
LA_T_3978678,bonafide
LA_T_6647814,bonafide
LA_T_3980284,spoof
LA_T_4050802,bonafide
LA_T_4828980,spoof
LA_T_3678659,spoof
LA_T_2615390,bonafide
LA_T_1555189,bonafide
LA_T_8562513,bonafide
LA_T_4615273,bonafide
LA_T_6388012,bonafide
LA_T_4926626,bonafide
LA_T_3954166,spoof
LA_T_3927701,bonafide
LA_T_1761181,spoof
LA_T_1319082,spoof
LA_T_2297014,bonafide
LA_T_1716558,spoof
LA_T_4916450,spoof
LA_T_9851949,bonafide
LA_T_3628518,bonafide
LA_T_6760264,bonafide
LA_T_1185180,spoof
LA_T_2451743,spoof
LA_T_3795238,spoof
LA_T_3088653,spoof
LA_T_2052321,spoof
LA_T_4043474,bonafide
LA_T_4914880,spoof
LA_T_1873366,bonafide
LA_T_2280500,bonafide
LA_T_9734633,bonafide
LA_T_8211262,bonafide
LA_T_6371068,bonafide
LA_T_1341430,bonafide
LA_T_1603547,spoof
LA_T_3451661,spoof
LA_T_4128527,bonafide
LA_T_5866595,bonafide
LA_T_3773573,spoof
LA_T_1075302,bonafide
LA_T_2537411,spoof
LA_T_2338896,spoof
LA_T_9206457,bonafide
LA_T_3369393,spoof
LA_T_1894908,spoof
LA_T_3526952,spoof
LA_T_8458947,bonafide
LA_T_3662353,spoof
LA_T_4509152,bonafide
LA_T_1536260,spoof
LA_T_9348273,bonafide
LA_T_2026862,spoof
LA_T_3877553,spoof
LA_T_3902456,spoof
LA_T_1596630,spoof
LA_T_2889479,spoof
LA_T_3748671,spoof
LA_T_7648440,bonafide
LA_T_6995687,bonafide
LA_T_2587757,spoof
LA_T_4337007,bonafide
LA_T_4781580,spoof
LA_T_1319476,spoof
LA_T_3306464,bonafide
LA_T_4321289,spoof
LA_T_3621378,spoof
LA_T_3100059,spoof
LA_T_5702907,bonafide
LA_T_1246012,spoof
LA_T_1646336,bonafide
LA_T_1495053,spoof
LA_T_3736551,spoof
LA_T_2507487,bonafide
LA_T_5111490,bonafide
LA_T_6878602,bonafide
LA_T_2339170,spoof
LA_T_1237039,spoof
LA_T_4290789,bonafide
LA_T_4025383,spoof
LA_T_2960848,spoof
LA_T_1286194,spoof
LA_T_1121974,spoof
LA_T_3809919,spoof
LA_T_5410799,bonafide
LA_T_2206187,spoof
LA_T_3943786,spoof
LA_T_1017164,spoof
LA_T_4652434,bonafide
LA_T_5834325,bonafide
LA_T_2241882,spoof
LA_T_7965624,bonafide
LA_T_2592409,spoof
LA_T_5755110,bonafide
LA_T_2220234,spoof
LA_T_2158689,bonafide
LA_T_1342195,spoof
LA_T_4669930,bonafide
LA_T_5576506,bonafide
LA_T_8507920,bonafide
LA_T_2018007,spoof
LA_T_6059767,bonafide
LA_T_4815588,spoof
LA_T_6321801,bonafide
LA_T_2810889,spoof
LA_T_6741908,bonafide
LA_T_3485208,spoof
LA_T_7478780,bonafide
LA_T_2241139,spoof
LA_T_9276305,bonafide
LA_T_1986235,spoof
LA_T_4855947,spoof
LA_T_6710807,bonafide
LA_T_1475460,spoof
LA_T_1770624,bonafide
LA_T_4000567,spoof
LA_T_2335057,bonafide
LA_T_3583591,bonafide
LA_T_7466245,bonafide
